id	Protein_Name	Accession_Number	Identified_Peptide_Count	Protein_Group_Score	Description	Gene_name	Uniprot_ID
692	tr|Q6J613|Q6J613_CHICK Thyroglobulin type-1 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=Ii PE=2 SV=1	tr|Q6J613|Q6J613_CHICK	1	0.9981005999725312	Thyroglobulin type-1 domain-containing protein	Ii	Q6J613
693	tr|A0A1L1RWF3|A0A1L1RWF3_CHICK Chromosome 6 open reading frame 58 OS=Gallus gallus (Chicken) OX=9031 GN=C6orf58 PE=4 SV=2	tr|A0A1L1RWF3|A0A1L1RWF3_CHICK	1	0.9980978299863636	Chromosome 6 open reading frame 58	C6orf58	A0A1L1RWF3
694	tr|R4GME9|R4GME9_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=COL16A1 PE=4 SV=3	tr|R4GME9|R4GME9_CHICK	1	0.9980542899575084	Uncharacterized protein	COL16A1	R4GME9
695	tr|E1C6J6|E1C6J6_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000012544 PE=4 SV=5	tr|E1C6J6|E1C6J6_CHICK	1	0.9980165399610996	Uncharacterized protein	ENSGALG00000012544	E1C6J6
696	tr|F1P4X9|F1P4X9_CHICK DUF3677 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=INTS1 PE=4 SV=4	tr|F1P4X9|F1P4X9_CHICK	1	0.9980067498981953	DUF3677 domain-containing protein	INTS1	F1P4X9
697	tr|E1BUD0|E1BUD0_CHICK NADB-LER2 OS=Gallus gallus (Chicken) OX=9031 GN=LOC771069 PE=2 SV=3	tr|E1BUD0|E1BUD0_CHICK	1	0.9979704199358821	NADB-LER2	LOC771069	E1BUD0
699	tr|A0A3Q2U695|A0A3Q2U695_CHICK Syncollin OS=Gallus gallus (Chicken) OX=9031 GN=SYCN PE=4 SV=1	tr|A0A3Q2U695|A0A3Q2U695_CHICK	1	0.9979455200955272	Syncollin	SYCN	A0A3Q2U695
700	tr|Q6PKI8|Q6PKI8_CHICK Phenylalanine hydroxylase OS=Gallus gallus (Chicken) OX=9031 GN=PAH PE=2 SV=1	tr|Q6PKI8|Q6PKI8_CHICK	1	0.9978847499005497	Phenylalanine hydroxylase	PAH	Q6PKI8
701	Group of sp|P28686|CCN3_CHICK CCN family member 3 OS=Gallus gallus (Chicken) OX=9031 GN=CCN3 PE=2 SV=1	sp|P28686|CCN3_CHICK (+1)	1	0.9978266099933535	CCN family member 3	CCN3	P28686
702	tr|A0A3Q2UFX5|A0A3Q2UFX5_CHICK Ig-like domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=ENSGALG00000051370 PE=4 SV=1	tr|A0A3Q2UFX5|A0A3Q2UFX5_CHICK	3	0.9978237000759691	Ig-like domain-containing protein	ENSGALG00000051370	A0A3Q2UFX5
703	tr|A0A1D5PPH7|A0A1D5PPH7_CHICK UnbV_ASPIC domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=CRTAC1 PE=4 SV=2	tr|A0A1D5PPH7|A0A1D5PPH7_CHICK	1	0.9978188299573958	UnbV_ASPIC domain-containing protein	CRTAC1	A0A1D5PPH7
704	tr|R4GH41|R4GH41_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=ASAH1 PE=3 SV=1	tr|R4GH41|R4GH41_CHICK	1	0.9978183400817215	Uncharacterized protein	ASAH1	R4GH41
705	tr|A0A1L1S0E6|A0A1L1S0E6_CHICK Platelet-derived growth factor receptor alpha OS=Gallus gallus (Chicken) OX=9031 GN=PDGFRA PE=3 SV=2	tr|A0A1L1S0E6|A0A1L1S0E6_CHICK	2	0.9978067099582404	Platelet-derived growth factor receptor alpha	PDGFRA	A0A1L1S0E6
707	tr|A0A1D5P5A4|A0A1D5P5A4_CHICK Family with sequence similarity 234 member A OS=Gallus gallus (Chicken) OX=9031 GN=FAM234A PE=4 SV=2	tr|A0A1D5P5A4|A0A1D5P5A4_CHICK	2	0.9977907501161098	Family with sequence similarity 234 member A	FAM234A	A0A1D5P5A4
708	tr|A0A1D5NXL0|A0A1D5NXL0_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=NRP2 PE=4 SV=2	tr|A0A1D5NXL0|A0A1D5NXL0_CHICK	2	0.997781400103122	Uncharacterized protein	NRP2	A0A1D5NXL0
709	tr|E1C836|E1C836_CHICK Ig-like domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=PDGFRL PE=4 SV=2	tr|E1C836|E1C836_CHICK	1	0.9977691599633545	Ig-like domain-containing protein	PDGFRL	E1C836
710	tr|A0A1D5PJE0|A0A1D5PJE0_CHICK Polypeptide N-acetylgalactosaminyltransferase OS=Gallus gallus (Chicken) OX=9031 GN=GALNT7 PE=3 SV=1	tr|A0A1D5PJE0|A0A1D5PJE0_CHICK	2	0.9977645000908524	Polypeptide N-acetylgalactosaminyltransferase	GALNT7	A0A1D5PJE0
711	tr|A0A1D5PQY0|A0A1D5PQY0_CHICK Protein-tyrosine-phosphatase OS=Gallus gallus (Chicken) OX=9031 GN=PTPRZ1 PE=4 SV=1	tr|A0A1D5PQY0|A0A1D5PQY0_CHICK	2	0.9977573300711811	Protein-tyrosine-phosphatase	PTPRZ1	A0A1D5PQY0
712	Group of sp|P51901|ANXA6_CHICK Annexin A6 OS=Gallus gallus (Chicken) OX=9031 GN=ANXA6 PE=2 SV=1	sp|P51901|ANXA6_CHICK (+1)	1	0.9977531500626355	Annexin A6	ANXA6	P51901
713	tr|F1P4H4|F1P4H4_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=TXNDC5 PE=3 SV=1	tr|F1P4H4|F1P4H4_CHICK	2	0.9977108601015061	Uncharacterized protein	TXNDC5	F1P4H4
714	tr|Q5F4C5|Q5F4C5_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=RAB35 PE=2 SV=1	tr|Q5F4C5|Q5F4C5_CHICK	1	0.9977104999125004	Uncharacterized protein	RAB35	Q5F4C5
715	tr|A0A1D5PE33|A0A1D5PE33_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=RAB1B PE=4 SV=2	tr|A0A1D5PE33|A0A1D5PE33_CHICK	2	0.9977104999125004	Uncharacterized protein	RAB1B	A0A1D5PE33
716	tr|A0A3Q2TY77|A0A3Q2TY77_CHICK RAB15, member RAS oncogene family OS=Gallus gallus (Chicken) OX=9031 GN=RAB15 PE=4 SV=1	tr|A0A3Q2TY77|A0A3Q2TY77_CHICK	1	0.9977104999125004	RAB15, member RAS oncogene family	RAB15	A0A3Q2TY77
717	Group of sp|P84229|H32_CHICK Histone H3.2 OS=Gallus gallus (Chicken) OX=9031 GN=H3-V PE=1 SV=2	sp|P84229|H32_CHICK (+3)	2	0.9976545900572091	Histone H3.2	H3-V	P84229
718	Group of sp|Q9IA95|SFRP3_CHICK Secreted frizzled-related protein 3 OS=Gallus gallus (Chicken) OX=9031 GN=FRZB PE=2 SV=1	sp|Q9IA95|SFRP3_CHICK (+1)	1	0.9975584601052105	Secreted frizzled-related protein 3	FRZB	Q9IA95
719	tr|A0A1D5P7V6|A0A1D5P7V6_CHICK TGF_BETA_2 domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=GDF11 PE=3 SV=2	tr|A0A1D5P7V6|A0A1D5P7V6_CHICK	1	0.9975561499595642	TGF_BETA_2 domain-containing protein	GDF11	A0A1D5P7V6
